6000 3
196 56 229
85 22 233
34 48 214
143 221 32
66 62 83
208 21 1
68 47 228
190 35 52
170 113 132
231 73 64
15 160 230
115 28 243
11 181 135
15 203 100
165 193 20
224 119 188
76 81 99
86 168 169
220 45 217
189 218 62
147 14 147
117 87 30
143 200 229
250 40 169
165 210 160
46 124 79
215 31 213
86 214 167
34 74 151
153 150 120
5 201 227
70 105 232
73 27 32
137 14 175
206 85 226
12 193 76
37 80 121
54 64 241
60 196 29
176 210 120
25 110 72
216 29 149
70 108 132
173 132 208
249 72 154
48 211 72
198 155 124
138 209 160
103 65 98
220 183 52
37 220 249
162 252 174
97 229 23
55 200 52
240 248 145
76 31 193
80 1 92
234 19 58
187 164 222
114 1 13
99 252 15
106 245 112
26 112 141
210 20 112
244 232 39
112 0 70
32 47 73
118 154 210
35 214 155
102 109 132
90 175 105
253 212 108
135 174 112
135 125 250
209 42 210
112 137 48
145 146 233
36 152 18
89 55 83
102 146 160
25 121 131
173 27 206
22 191 93
40 91 57
92 4 204
218 250 35
149 66 128
192 28 119
67 252 222
100 237 201
130 200 150
157 33 124
190 136 59
125 229 17
93 100 116
24 68 43
163 85 73
2 149 171
241 58 98
30 164 189
218 228 40
37 120 11
29 40 145
76 225 114
235 45 190
111 204 42
103 164 248
61 155 60
137 252 228
238 123 119
118 144 188
91 58 224
93 63 218
51 8 191
130 202 47
34 99 189
48 242 157
80 96 149
159 43 213
167 121 151
37 232 37
236 171 99
38 66 202
181 144 150
72 78 35
68 152 238
184 0 120
80 48 123
242 102 153
250 94 127
14 121 98
104 78 83
120 159 77
194 163 179
246 218 243
248 126 166
31 48 255
196 65 60
74 28 88
141 13 180
139 104 1
221 2 186
46 188 164
3 214 38
179 91 128
126 105 254
111 186 91
172 250 178
145 68 118
212 215 97
71 119 69
170 55 228
212 30 178
100 166 82
74 212 225
21 22 248
252 30 225
240 23 110
70 66 152
30 170 79
99 179 243
220 255 25
113 141 253
201 191 209
235 64 118
116 22 129
22 127 132
28 97 230
193 139 182
163 251 7
148 155 119
186 118 81
227 168 101
165 70 169
160 53 177
89 151 117
99 73 169
149 81 97
118 106 16
232 250 12
60 243 222
255 135 59
73 121 191
18 140 108
91 151 100
245 167 193
86 14 221
178 195 181
99 25 22
194 95 155
230 214 203
111 174 235
193 6 241
68 204 254
54 7 8
240 107 197
161 172 118
152 238 25
110 144 24
31 170 2
123 240 16
118 248 185
136 32 175
243 242 97
19 108 125
16 245 51
105 229 59
74 213 104
18 69 54
39 170 55
203 129 214
242 15 181
127 201 63
169 218 231
196 151 122
67 70 87
41 127 17
117 237 150
206 162 75
126 148 79
160 64 224
137 96 216
176 75 54
126 143 225
103 167 238
217 91 133
62 126 158
152 216 150
160 61 180
17 153 135
70 128 16
90 198 4
198 67 103
40 3 225
150 136 2
255 68 134
165 119 240
40 141 84
13 249 214
237 206 203
20 126 193
188 175 95
217 132 73
52 210 125
150 162 169
186 236 69
149 76 175
181 152 171
68 181 5
217 195 217
31 37 132
72 169 95
138 227 71
166 13 76
66 103 58
112 231 207
143 210 123
61 181 245
47 146 152
0 112 89
212 71 182
191 145 215
177 174 33
3 36 169
204 29 252
187 127 225
61 195 42
186 64 169
191 3 149
214 213 238
101 68 64
33 173 119
145 13 18
80 77 127
18 109 131
43 251 166
3 48 41
28 221 71
238 218 93
212 54 114
212 110 122
42 50 159
164 138 75
133 246 185
170 128 195
84 219 98
30 206 5
120 18 91
61 152 119
20 245 207
193 88 61
1 230 102
246 120 213
89 143 178
15 155 204
210 83 76
242 212 127
237 177 203
129 11 101
228 255 24
133 2 44
77 69 210
254 196 3
147 32 182
1 135 76
49 195 245
110 219 128
24 145 108
97 7 113
105 8 77
56 147 108
7 74 178
253 60 188
17 60 93
129 139 106
206 169 192
209 111 225
21 103 60
69 89 35
190 55 14
218 228 223
240 96 172
64 183 32
121 116 148
201 164 133
85 169 88
201 24 44
214 153 170
127 40 159
131 183 244
213 157 159
1 48 241
163 242 174
1 143 88
164 109 166
181 185 36
13 130 237
107 105 255
83 71 47
116 247 175
73 124 225
237 131 16
67 194 108
199 10 178
199 29 8
124 82 175
163 0 60
145 14 46
221 251 62
76 143 128
55 121 200
0 180 98
114 207 19
233 35 27
159 45 112
60 93 186
75 140 131
71 109 196
43 142 143
26 22 78
105 172 67
125 119 147
189 99 184
113 190 98
2 31 5
64 70 191
66 187 43
234 78 79
93 95 181
12 16 109
224 111 96
227 94 228
45 84 215
204 191 147
179 88 208
19 14 131
11 101 221
244 194 150
70 133 101
95 211 2
255 116 111
32 200 172
222 173 114
145 133 159
64 132 183
73 113 152
137 136 80
20 30 91
85 168 173
245 93 231
36 13 209
108 204 14
101 36 207
187 110 151
62 200 221
29 66 130
82 70 58
195 7 201
24 221 37
236 46 158
39 249 169
238 57 154
139 151 13
50 53 44
221 147 213
33 199 152
45 26 20
62 221 179
122 9 216
194 186 143
220 252 10
188 23 120
206 111 195
76 196 5
100 152 163
158 155 11
172 109 70
61 189 144
189 31 15
94 197 142
233 23 219
127 101 42
186 13 51
180 7 95
147 230 0
194 209 193
3 127 194
112 250 207
140 167 74
61 153 163
32 106 79
58 251 139
65 190 115
73 239 144
155 45 39
3 10 241
137 42 231
227 62 196
230 113 250
77 101 84
62 33 188
238 187 97
166 167 117
147 28 75
194 75 59
105 157 46
221 132 95
211 12 229
8 191 100
142 68 174
0 36 46
45 83 145
6 13 195
240 182 151
178 133 63
96 71 146
153 213 8
33 111 179
111 58 16
237 149 253
174 180 2
3 115 134
93 62 20
250 149 132
119 99 104
200 4 52
236 143 171
118 220 77
162 99 206
103 153 61
165 208 254
237 144 207
115 227 74
24 61 50
0 47 118
38 227 73
160 222 64
78 32 121
88 47 179
96 231 118
252 168 148
153 245 93
34 189 170
81 150 25
105 130 209
30 40 177
248 190 170
15 167 44
210 198 169
204 92 59
105 97 90
18 88 172
245 133 107
155 232 145
107 189 248
21 109 109
177 73 238
12 207 115
68 60 224
248 225 46
119 134 213
207 247 101
77 197 203
231 95 46
160 56 51
250 69 122
30 29 225
103 152 3
6 129 107
205 32 33
177 129 178
79 135 94
196 18 110
140 52 82
114 221 234
36 20 101
193 123 76
137 41 250
60 14 45
194 176 150
224 103 124
0 140 33
66 48 232
117 149 233
244 38 223
139 226 161
94 187 149
86 78 190
150 25 66
172 10 252
31 13 55
47 231 65
128 241 244
245 220 4
255 220 199
59 70 251
181 206 104
170 242 103
77 64 68
77 151 133
85 9 175
2 34 134
7 190 243
52 229 77
53 20 189
250 102 187
36 32 146
8 152 24
186 209 41
235 34 18
175 58 147
220 155 90
244 67 33
228 170 197
186 244 10
237 91 115
15 204 223
121 179 73
27 129 243
163 137 4
114 116 212
159 125 89
206 48 198
147 81 53
166 197 184
115 51 144
110 141 196
66 134 139
60 181 27
59 169 190
254 34 134
116 70 108
201 32 102
170 34 97
167 191 81
216 113 2
67 193 145
140 80 24
246 130 120
135 218 73
0 51 24
116 158 105
79 244 182
32 122 107
81 183 95
82 170 65
197 239 21
203 122 153
154 230 161
145 196 124
34 73 74
18 166 140
101 133 49
46 78 177
34 194 119
218 97 220
215 11 141
202 60 87
140 87 47
94 229 205
62 181 23
40 193 87
141 242 41
83 253 174
227 210 161
80 29 225
11 44 74
164 152 74
209 209 24
22 253 191
64 198 201
169 138 230
189 210 83
114 15 230
50 90 120
97 211 70
167 120 176
72 62 207
108 30 151
93 160 239
132 173 200
38 136 231
147 168 22
186 222 216
246 204 162
97 10 13
179 99 159
166 81 101
20 85 171
59 180 184
12 125 235
119 128 181
217 199 254
239 244 124
150 182 224
254 98 0
154 228 78
15 65 67
6 135 44
101 216 188
192 118 242
50 139 21
118 253 125
207 212 239
159 17 32
59 127 114
233 237 241
174 114 248
100 68 80
66 78 78
116 195 186
86 158 49
102 180 170
232 143 138
200 189 84
31 181 52
126 147 128
74 252 36
142 30 133
0 242 208
98 141 102
168 118 15
145 175 251
222 144 215
237 137 137
212 194 207
245 182 79
136 169 226
57 105 57
123 73 3
237 128 172
146 30 96
84 146 91
213 1 127
89 3 79
149 28 106
161 214 41
55 115 205
126 126 192
101 39 226
83 151 138
142 63 149
50 248 130
226 79 247
220 37 42
152 231 196
69 251 142
202 238 121
125 151 126
242 42 146
40 153 24
12 132 184
167 216 95
67 49 192
255 221 124
184 136 53
149 116 155
97 169 49
21 27 212
213 62 97
31 248 219
6 247 93
31 65 241
227 252 151
28 138 156
60 90 200
211 194 7
133 0 236
65 63 19
127 253 5
205 252 2
40 193 53
203 192 13
181 133 202
227 2 45
92 177 190
84 51 104
123 71 86
220 83 64
56 134 190
236 241 25
27 214 167
17 86 131
165 151 211
36 114 248
251 117 42
148 216 186
25 81 30
193 54 78
17 173 18
167 58 36
48 134 113
11 21 42
242 42 18
182 37 211
139 104 46
7 16 102
54 96 132
45 162 173
198 241 67
236 167 166
247 38 41
8 28 72
11 9 121
69 151 48
29 176 18
115 11 93
50 154 215
91 49 225
224 196 226
33 62 133
112 95 186
189 199 63
79 11 226
43 116 173
98 136 244
43 211 31
243 228 206
147 110 116
14 241 116
27 43 130
48 106 29
155 174 5
90 99 189
22 38 161
202 105 50
30 190 222
190 53 80
232 180 80
118 104 125
123 162 157
46 173 140
1 67 147
218 41 152
161 111 58
139 108 247
156 121 142
211 175 27
122 226 104
235 156 165
90 66 10
98 119 213
251 201 245
88 7 10
184 210 141
252 80 144
3 199 138
219 17 66
128 49 220
16 234 101
122 83 241
86 104 8
2 68 136
106 241 58
175 128 249
139 129 132
252 23 116
52 151 96
168 76 96
120 136 205
180 34 198
94 145 37
49 42 109
110 218 158
169 239 245
181 156 134
11 16 176
131 218 239
135 34 153
180 102 250
75 147 205
106 93 189
232 223 224
250 9 207
64 148 248
94 174 189
208 173 125
251 81 95
93 226 103
20 136 123
58 190 223
43 179 170
210 207 216
214 42 118
80 182 87
231 137 172
80 238 131
58 73 186
19 248 104
157 185 90
224 175 101
246 206 121
7 205 157
122 248 38
239 157 9
118 239 237
250 140 52
46 85 203
59 115 25
208 130 182
210 69 145
72 136 72
241 120 164
20 78 147
233 200 29
54 157 195
153 148 188
14 51 226
145 234 161
77 196 102
72 64 40
138 79 215
10 247 75
139 54 96
5 154 117
178 99 21
133 211 132
21 213 198
56 143 211
232 85 218
186 209 193
202 1 252
62 164 151
232 120 210
144 38 31
90 233 121
82 40 11
80 52 16
38 198 238
76 126 105
210 22 193
58 16 14
49 197 174
81 100 77
243 22 195
53 157 34
35 100 27
171 97 54
38 183 182
182 131 218
36 28 55
243 240 97
164 23 223
156 120 96
57 63 198
222 6 249
185 131 32
54 54 241
227 152 190
160 212 205
215 152 239
191 150 204
147 107 181
91 82 130
125 4 166
247 13 64
105 85 126
90 158 144
39 156 242
35 242 48
150 102 65
58 193 37
144 197 154
105 68 137
46 29 129
82 207 66
105 104 227
110 180 238
28 89 1
104 163 187
201 239 74
153 147 118
12 44 214
81 131 246
157 33 31
73 4 190
172 139 9
198 84 236
3 50 45
162 233 179
153 131 61
32 130 71
130 213 106
64 66 147
57 82 102
151 205 18
172 115 130
191 238 158
154 148 16
105 165 237
35 73 239
209 36 163
189 70 133
163 51 47
22 69 39
69 197 213
89 39 16
73 16 182
114 34 45
14 16 44
6 13 203
159 248 103
183 107 76
73 127 218
190 77 29
163 170 52
183 120 78
195 75 1
247 189 247
20 39 158
119 198 79
239 24 222
1 125 229
130 231 36
251 104 59
233 163 86
0 209 204
124 201 75
128 55 27
246 53 64
80 140 201
170 239 236
181 47 166
15 99 52
227 1 14
124 112 105
21 204 196
31 104 178
59 169 142
203 134 41
228 214 239
117 85 207
179 14 194
172 254 154
116 9 247
62 172 216
113 223 164
43 59 248
15 230 104
51 116 127
62 140 198
190 4 27
196 21 243
12 221 49
228 85 43
229 137 37
80 150 253
33 141 198
90 190 146
196 132 254
214 59 230
143 88 182
188 217 209
95 2 139
191 89 236
174 229 8
242 0 68
100 78 101
35 31 252
0 235 185
57 6 214
173 160 124
179 135 57
129 47 39
50 52 215
91 207 230
132 120 160
24 66 185
16 210 248
0 152 12
1 79 17
218 46 208
169 120 160
28 160 197
230 168 16
47 42 112
70 16 244
169 127 34
130 254 165
83 22 210
131 252 24
55 165 235
6 83 242
213 211 126
148 87 129
18 44 145
97 113 46
241 64 55
177 181 198
84 145 48
118 143 70
62 49 145
179 60 53
28 107 214
225 188 6
86 34 193
150 0 92
65 28 247
16 86 235
178 125 138
73 237 95
118 121 235
253 26 222
102 33 24
157 206 66
224 198 194
54 180 157
31 140 166
165 116 168
91 141 95
158 54 71
231 103 166
120 152 105
210 249 217
64 18 113
229 229 218
61 141 90
191 100 2
93 7 95
99 76 5
243 202 150
97 111 12
175 151 103
220 204 204
230 177 33
84 161 21
30 178 54
120 165 27
186 167 11
8 222 114
236 218 75
172 172 130
180 113 68
214 42 80
119 48 48
148 12 23
101 12 56
198 64 9
34 81 187
209 21 49
118 220 38
203 20 151
76 232 148
109 107 48
221 166 235
174 10 215
121 221 224
53 124 121
107 167 26
192 99 150
71 196 192
167 192 168
196 46 171
243 194 162
157 31 230
22 98 161
62 148 25
119 110 81
82 99 110
64 166 162
241 118 219
48 19 248
177 97 237
216 67 147
54 79 160
233 165 189
228 110 228
204 225 185
241 33 68
208 244 251
70 234 114
59 165 9
232 1 178
103 71 39
221 103 11
116 239 45
199 194 210
249 43 187
120 200 193
163 170 107
125 212 161
48 248 84
89 248 90
22 33 110
74 166 90
10 50 120
252 141 232
26 214 104
109 197 63
151 32 157
140 229 55
178 164 246
205 20 214
225 24 147
125 206 98
231 246 202
198 180 72
124 169 206
180 218 232
166 157 112
167 206 203
169 128 251
181 52 74
138 109 94
157 146 235
217 187 240
149 107 110
117 245 168
181 244 16
61 69 224
150 43 20
162 194 13
13 246 241
246 211 105
66 191 65
254 214 97
210 220 181
49 182 104
190 255 77
150 122 72
169 240 139
123 240 244
134 69 190
109 175 4
90 247 175
188 49 252
75 94 46
75 21 189
191 160 219
103 211 213
100 229 122
166 243 210
76 184 142
112 237 205
128 4 118
129 207 255
225 140 107
131 49 26
97 177 162
58 154 102
211 88 124
0 25 114
62 100 69
144 185 37
127 225 66
182 187 224
47 71 199
78 121 108
40 252 122
160 36 4
32 36 93
161 105 5
150 153 68
249 247 5
135 28 193
220 210 7
113 145 219
155 175 221
51 121 202
181 139 109
188 225 133
207 139 246
208 11 232
134 138 118
197 200 222
88 189 178
214 230 138
66 146 116
166 8 37
168 157 13
15 249 29
111 164 163
24 79 108
227 67 205
188 200 59
93 154 180
149 196 85
133 61 104
252 55 10
59 10 91
197 40 87
96 114 131
140 92 11
110 118 167
44 9 225
80 108 162
171 153 171
238 186 26
216 85 46
186 230 11
25 213 133
245 44 136
172 15 252
8 141 60
103 4 200
92 124 16
188 223 180
172 172 253
198 140 8
237 254 188
68 63 2
33 83 228
0 8 102
190 106 160
255 192 220
66 199 248
95 3 34
194 22 9
1 165 205
163 58 94
201 241 124
119 3 83
86 179 27
154 243 63
161 48 180
96 116 181
41 59 80
194 118 122
154 2 125
1 238 36
126 30 154
158 37 100
184 210 0
47 198 14
209 220 195
180 74 52
189 39 209
81 18 227
225 50 135
180 77 9
232 46 91
25 143 41
86 254 151
251 47 161
254 212 15
63 161 121
126 155 141
53 82 0
202 73 94
28 7 21
18 181 3
63 49 107
140 206 220
205 54 67
227 28 126
96 231 142
173 78 113
4 80 81
94 163 38
53 179 162
197 146 208
30 63 72
206 202 89
70 91 67
144 110 242
65 204 97
161 250 22
238 85 26
14 123 224
151 214 150
195 132 170
31 19 188
104 29 6
93 184 141
63 213 240
90 155 111
207 6 220
196 205 124
250 9 247
105 37 69
64 19 218
204 5 187
98 150 23
21 95 200
51 53 40
194 147 19
251 217 31
155 223 81
224 138 83
16 51 32
29 46 166
203 78 183
197 19 179
84 206 75
129 214 164
147 38 44
85 17 96
28 147 243
176 205 181
47 211 216
193 68 146
247 184 254
38 151 12
130 38 102
165 43 149
103 72 33
36 33 95
